qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
XM_028458435.1	Gouania_orientalis_NC_041052.1_RagTag	99.134	231	2	0	521	751	31299181	31298951	2.01e-112	416
XM_028458435.1	Gouania_orientalis_NC_041052.1_RagTag	99.401	167	1	0	354	520	31303246	31303080	1.63e-78	303
XM_028458435.1	Gouania_orientalis_NC_041052.1_RagTag	100.000	72	0	0	1	72	31332426	31332355	2.27e-27	134
XM_028458435.1	Gouania_orientalis_NC_041052.1_RagTag	100.000	58	0	0	302	359	31307102	31307045	1.37e-19	108
XM_028458435.1	Gouania_hofrichteri_NC_041052.1_RagTag	97.992	5230	64	12	1351	6566	30745923	30740721	0.0	9038
XM_028458435.1	Gouania_hofrichteri_NC_041052.1_RagTag	97.619	1344	14	4	6529	7868	30740566	30739237	0.0	2289
XM_028458435.1	Gouania_hofrichteri_NC_041052.1_RagTag	98.867	353	4	0	1006	1358	30747376	30747024	6.59e-177	630
XM_028458435.1	Gouania_hofrichteri_NC_041052.1_RagTag	99.225	258	2	0	751	1008	30749378	30749121	1.97e-127	466
XM_028458435.1	Gouania_hofrichteri_NC_041052.1_RagTag	100.000	231	0	0	521	751	30750325	30750095	9.29e-116	427
XM_028458435.1	Gouania_hofrichteri_NC_041052.1_RagTag	99.571	233	1	0	71	303	30758574	30758342	3.34e-115	425
XM_028458435.1	Gouania_hofrichteri_NC_041052.1_RagTag	98.204	167	3	0	354	520	30754333	30754167	3.53e-75	292
XM_028458435.1	Gouania_hofrichteri_NC_041052.1_RagTag	100.000	72	0	0	1	72	30779110	30779039	2.27e-27	134
XM_028458435.1	Gouania_hofrichteri_NC_041052.1_RagTag	100.000	58	0	0	302	359	30756802	30756745	1.37e-19	108
XM_028458435.1	Gouania_pigra_NC_041052.1_RagTag	98.109	3860	41	5	1351	5200	29431900	29428063	0.0	6695
XM_028458435.1	Gouania_pigra_NC_041052.1_RagTag	98.269	2542	25	6	5329	7868	29428061	29425537	0.0	4433
XM_028458435.1	Gouania_pigra_NC_041052.1_RagTag	98.300	353	6	0	1006	1358	29433759	29433407	1.43e-173	619
XM_028458435.1	Gouania_pigra_NC_041052.1_RagTag	99.225	258	2	0	751	1008	29435698	29435441	1.97e-127	466
XM_028458435.1	Gouania_pigra_NC_041052.1_RagTag	99.567	231	1	0	521	751	29436653	29436423	4.32e-114	422
XM_028458435.1	Gouania_pigra_NC_041052.1_RagTag	99.142	233	2	0	71	303	29444438	29444206	1.55e-113	420
XM_028458435.1	Gouania_pigra_NC_041052.1_RagTag	98.204	167	3	0	354	520	29440228	29440062	3.53e-75	292
XM_028458435.1	Gouania_pigra_NC_041052.1_RagTag	100.000	72	0	0	1	72	29466760	29466689	2.27e-27	134
XM_028458435.1	Gouania_pigra_NC_041052.1_RagTag	100.000	58	0	0	302	359	29442672	29442615	1.37e-19	108
XM_028458435.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	90.967	1893	97	33	3057	4911	25893221	25891365	0.0	2481
XM_028458435.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	92.029	1493	73	27	1351	2812	25894878	25893401	0.0	2056
XM_028458435.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	88.941	1284	60	24	5681	6899	25890433	25889167	0.0	1509
XM_028458435.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	98.867	353	4	0	1006	1358	25896256	25895904	6.59e-177	630
XM_028458435.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	81.088	735	60	28	7201	7868	25888788	25888066	1.93e-142	516
XM_028458435.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	96.484	256	9	0	753	1008	25898209	25897954	1.20e-114	424
XM_028458435.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	98.283	233	4	0	71	303	25905363	25905131	3.36e-110	409
XM_028458435.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	98.268	231	4	0	521	751	25899161	25898931	4.35e-109	405
XM_028458435.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	95.210	167	8	0	354	520	25901772	25901606	7.71e-67	265
XM_028458435.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	98.611	72	1	0	1	72	25922629	25922558	1.05e-25	128
XM_028458435.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	98.276	58	1	0	302	359	25903305	25903248	6.39e-18	102
XM_028458435.1	Salarias_fasciatus_CABFVM010001860.1	81.365	542	60	19	1351	1885	581886	582393	1.56e-108	403
XM_028458435.1	Salarias_fasciatus_CABFVM010001860.1	95.279	233	11	0	71	303	572640	572872	1.59e-98	370
XM_028458435.1	Salarias_fasciatus_CABFVM010001860.1	92.829	251	18	0	758	1008	579838	580088	7.38e-97	364
XM_028458435.1	Salarias_fasciatus_CABFVM010001860.1	89.407	236	21	3	518	751	579492	579725	9.83e-76	294
XM_028458435.1	Salarias_fasciatus_CABFVM010001860.1	80.117	342	40	19	1935	2257	582542	582874	2.81e-56	230
XM_028458435.1	Salarias_fasciatus_CABFVM010001860.1	91.463	164	14	0	357	520	577948	578111	3.64e-55	226
XM_028458435.1	Salarias_fasciatus_CABFVM010001860.1	89.881	168	16	1	1192	1358	581601	581768	7.87e-52	215
XM_028458435.1	Salarias_fasciatus_CABFVM010001860.1	76.136	440	50	35	4035	4428	583676	584106	2.87e-41	180
XM_028458435.1	Salarias_fasciatus_CABFVM010001860.1	91.200	125	11	0	1008	1132	581391	581515	1.73e-38	171
XM_028458435.1	Lepadogaster_lepadogaster_1986828	93.750	160	7	3	6455	6614	1	157	1.68e-58	237
XM_028458435.1	Lepadogaster_lepadogaster_3819271	87.013	154	14	3	7721	7868	179	26	6.21e-38	169
XM_028458435.1	Lepadogaster_lepadogaster_1292699	98.551	69	1	0	1006	1074	69	1	4.91e-24	122
XM_028458435.1	Lepadogaster_lepadogaster_731830	96.875	64	2	0	354	417	653	716	1.37e-19	108
XM_028458435.1	Lepadogaster_lepadogaster_3637919	96.875	64	2	0	354	417	944	1007	1.37e-19	108
XM_028458435.1	Salarias_fasciatus_CABFVM010000668.1	90.741	54	5	0	146	199	111639	111692	5.01e-09	73.1
XM_028458435.1	Lepadogaster_lepadogaster_2419970	100.000	31	0	0	71	101	31	1	1.40e-04	58.4
XM_028458435.1	Salarias_fasciatus_CABFVM010000276.1	100.000	30	0	0	146	175	137182	137211	5.05e-04	56.5
XM_028458434.1	Gouania_willdenowi_LR131997.1	100.000	6518	0	0	1393	7910	32909503	32902986	0.0	12037
XM_028458434.1	Gouania_willdenowi_LR131997.1	100.000	258	0	0	865	1122	32912907	32912650	9.14e-131	477
XM_028458434.1	Gouania_willdenowi_LR131997.1	99.167	240	1	1	179	417	32921602	32921363	7.22e-117	431
XM_028458434.1	Gouania_willdenowi_LR131997.1	100.000	231	0	0	635	865	32913847	32913617	9.34e-116	427
XM_028458434.1	Gouania_willdenowi_LR131997.1	99.401	167	1	0	468	634	32917387	32917221	1.64e-78	303
XM_028458434.1	Gouania_willdenowi_LR131997.1	99.375	160	1	0	1241	1400	32910778	32910619	1.28e-74	291
XM_028458434.1	Gouania_willdenowi_LR131997.1	100.000	135	0	0	1	135	33021153	33021019	2.17e-62	250
XM_028458434.1	Gouania_willdenowi_LR131997.1	100.000	123	0	0	1120	1242	32910971	32910849	1.02e-55	228
XM_028458434.1	Gouania_willdenowi_LR131997.1	100.000	58	0	0	416	473	32919852	32919795	1.38e-19	108
XM_028458434.1	Gouania_willdenowi_LR131997.1	100.000	52	0	0	135	186	33003540	33003489	2.99e-16	97.1
XM_028458434.1	Gouania_willdenowiwilldenowi_NC_041052.1_RagTag	98.102	6532	63	16	1393	7910	29361898	29355414	0.0	11319
XM_028458434.1	Gouania_willdenowiwilldenowi_NC_041052.1_RagTag	98.837	258	3	0	865	1122	29365411	29365154	9.21e-126	460
XM_028458434.1	Gouania_willdenowiwilldenowi_NC_041052.1_RagTag	98.750	240	2	1	179	417	29373659	29373420	3.36e-115	425
XM_028458434.1	Gouania_willdenowiwilldenowi_NC_041052.1_RagTag	99.567	231	1	0	635	865	29366352	29366122	4.34e-114	422
XM_028458434.1	Gouania_willdenowiwilldenowi_NC_041052.1_RagTag	98.204	167	3	0	468	634	29369227	29369061	3.55e-75	292
XM_028458434.1	Gouania_willdenowiwilldenowi_NC_041052.1_RagTag	98.125	160	3	0	1241	1400	29363087	29362928	2.77e-71	279
XM_028458434.1	Gouania_willdenowiwilldenowi_NC_041052.1_RagTag	100.000	135	0	0	1	135	29471956	29471822	2.17e-62	250
XM_028458434.1	Gouania_willdenowiwilldenowi_NC_041052.1_RagTag	98.374	123	2	0	1120	1242	29363280	29363158	2.20e-52	217
XM_028458434.1	Gouania_willdenowiwilldenowi_NC_041052.1_RagTag	100.000	58	0	0	416	473	29371883	29371826	1.38e-19	108
XM_028458434.1	Gouania_willdenowiwilldenowi_NC_041052.1_RagTag	98.077	52	1	0	135	186	29452668	29452617	1.39e-14	91.6
XM_028458434.1	Gouania_orientalis_NC_041052.1_RagTag	98.024	6528	49	22	1393	7910	31294688	31288231	0.0	11267
XM_028458434.1	Gouania_orientalis_NC_041052.1_RagTag	99.225	258	2	0	865	1122	31298242	31297985	1.98e-127	466
XM_028458434.1	Gouania_orientalis_NC_041052.1_RagTag	99.167	240	1	1	179	417	31308893	31308654	7.22e-117	431
XM_028458434.1	Gouania_orientalis_NC_041052.1_RagTag	99.134	231	2	0	635	865	31299181	31298951	2.02e-112	416
XM_028458434.1	Gouania_orientalis_NC_041052.1_RagTag	99.401	167	1	0	468	634	31303246	31303080	1.64e-78	303
XM_028458434.1	Gouania_orientalis_NC_041052.1_RagTag	98.750	160	2	0	1241	1400	31295963	31295804	5.95e-73	285
XM_028458434.1	Gouania_orientalis_NC_041052.1_RagTag	100.000	135	0	0	1	135	31407959	31407825	2.17e-62	250
XM_028458434.1	Gouania_orientalis_NC_041052.1_RagTag	99.187	123	1	0	1120	1242	31296156	31296034	4.73e-54	222
XM_028458434.1	Gouania_orientalis_NC_041052.1_RagTag	100.000	58	0	0	416	473	31307102	31307045	1.38e-19	108
XM_028458434.1	Gouania_orientalis_NC_041052.1_RagTag	98.077	52	1	0	135	186	31390952	31390901	1.39e-14	91.6
XM_028458434.1	Gouania_hofrichteri_NC_041052.1_RagTag	97.992	5230	64	12	1393	6608	30745923	30740721	0.0	9038
XM_028458434.1	Gouania_hofrichteri_NC_041052.1_RagTag	97.619	1344	14	4	6571	7910	30740566	30739237	0.0	2289
XM_028458434.1	Gouania_hofrichteri_NC_041052.1_RagTag	99.225	258	2	0	865	1122	30749378	30749121	1.98e-127	466
XM_028458434.1	Gouania_hofrichteri_NC_041052.1_RagTag	100.000	231	0	0	635	865	30750325	30750095	9.34e-116	427
XM_028458434.1	Gouania_hofrichteri_NC_041052.1_RagTag	98.750	240	2	1	179	417	30758581	30758342	3.36e-115	425
XM_028458434.1	Gouania_hofrichteri_NC_041052.1_RagTag	98.204	167	3	0	468	634	30754333	30754167	3.55e-75	292
XM_028458434.1	Gouania_hofrichteri_NC_041052.1_RagTag	98.750	160	2	0	1241	1400	30747183	30747024	5.95e-73	285
XM_028458434.1	Gouania_hofrichteri_NC_041052.1_RagTag	100.000	135	0	0	1	135	30853190	30853056	2.17e-62	250
XM_028458434.1	Gouania_hofrichteri_NC_041052.1_RagTag	99.187	123	1	0	1120	1242	30747376	30747254	4.73e-54	222
XM_028458434.1	Gouania_hofrichteri_NC_041052.1_RagTag	100.000	58	0	0	416	473	30756802	30756745	1.38e-19	108
XM_028458434.1	Gouania_hofrichteri_NC_041052.1_RagTag	96.154	52	2	0	135	186	30837464	30837413	6.47e-13	86.1
XM_028458434.1	Gouania_pigra_NC_041052.1_RagTag	98.109	3860	41	5	1393	5242	29431900	29428063	0.0	6695
XM_028458434.1	Gouania_pigra_NC_041052.1_RagTag	98.269	2542	25	6	5371	7910	29428061	29425537	0.0	4433
XM_028458434.1	Gouania_pigra_NC_041052.1_RagTag	99.225	258	2	0	865	1122	29435698	29435441	1.98e-127	466
XM_028458434.1	Gouania_pigra_NC_041052.1_RagTag	99.567	231	1	0	635	865	29436653	29436423	4.34e-114	422
XM_028458434.1	Gouania_pigra_NC_041052.1_RagTag	98.333	240	3	1	179	417	29444445	29444206	1.56e-113	420
XM_028458434.1	Gouania_pigra_NC_041052.1_RagTag	98.204	167	3	0	468	634	29440228	29440062	3.55e-75	292
XM_028458434.1	Gouania_pigra_NC_041052.1_RagTag	98.125	160	3	0	1241	1400	29433566	29433407	2.77e-71	279
XM_028458434.1	Gouania_pigra_NC_041052.1_RagTag	100.000	135	0	0	1	135	29537777	29537643	2.17e-62	250
XM_028458434.1	Gouania_pigra_NC_041052.1_RagTag	99.187	123	1	0	1120	1242	29433759	29433637	4.73e-54	222
XM_028458434.1	Gouania_pigra_NC_041052.1_RagTag	100.000	58	0	0	416	473	29442672	29442615	1.38e-19	108
XM_028458434.1	Gouania_pigra_NC_041052.1_RagTag	98.077	52	1	0	135	186	29520231	29520180	1.39e-14	91.6
XM_028458434.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	90.967	1893	97	33	3099	4953	25893221	25891365	0.0	2481
XM_028458434.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	92.029	1493	73	27	1393	2854	25894878	25893401	0.0	2056
XM_028458434.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	88.941	1284	60	24	5723	6941	25890433	25889167	0.0	1509
XM_028458434.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	81.088	735	60	28	7243	7910	25888788	25888066	1.94e-142	516
XM_028458434.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	96.484	256	9	0	867	1122	25898209	25897954	1.21e-114	424
XM_028458434.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	97.500	240	5	1	179	417	25905370	25905131	3.38e-110	409
XM_028458434.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	98.268	231	4	0	635	865	25899161	25898931	4.37e-109	405
XM_028458434.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	98.750	160	2	0	1241	1400	25896063	25895904	5.95e-73	285
XM_028458434.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	95.210	167	8	0	468	634	25901772	25901606	7.75e-67	265
XM_028458434.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	98.374	123	2	0	1120	1242	25896256	25896134	2.20e-52	217
XM_028458434.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	95.181	83	4	0	53	135	25988534	25988452	8.20e-27	132
XM_028458434.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	98.276	58	1	0	416	473	25903305	25903248	6.43e-18	102
XM_028458434.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	93.878	49	3	0	138	186	25978065	25978017	1.40e-09	75.0
XM_028458434.1	Salarias_fasciatus_CABFVM010001860.1	81.365	542	60	19	1393	1927	581886	582393	1.57e-108	403
XM_028458434.1	Salarias_fasciatus_CABFVM010001860.1	94.937	237	12	0	181	417	572636	572872	4.44e-99	372
XM_028458434.1	Salarias_fasciatus_CABFVM010001860.1	92.829	251	18	0	872	1122	579838	580088	7.42e-97	364
XM_028458434.1	Salarias_fasciatus_CABFVM010001860.1	89.407	236	21	3	632	865	579492	579725	9.88e-76	294
XM_028458434.1	Salarias_fasciatus_CABFVM010001860.1	80.117	342	40	19	1977	2299	582542	582874	2.83e-56	230
XM_028458434.1	Salarias_fasciatus_CABFVM010001860.1	91.463	164	14	0	471	634	577948	578111	3.66e-55	226
XM_028458434.1	Salarias_fasciatus_CABFVM010001860.1	90.000	160	16	0	1241	1400	581609	581768	1.32e-49	207
XM_028458434.1	Salarias_fasciatus_CABFVM010001860.1	76.136	440	50	35	4077	4470	583676	584106	2.89e-41	180
XM_028458434.1	Salarias_fasciatus_CABFVM010001860.1	90.909	121	11	0	1122	1242	581391	581511	2.91e-36	163
XM_028458434.1	Lepadogaster_lepadogaster_1986828	93.750	160	7	3	6497	6656	1	157	1.69e-58	237
XM_028458434.1	Lepadogaster_lepadogaster_3819271	87.013	154	14	3	7763	7910	179	26	6.25e-38	169
XM_028458434.1	Lepadogaster_lepadogaster_1292699	98.551	69	1	0	1120	1188	69	1	4.93e-24	122
XM_028458434.1	Lepadogaster_lepadogaster_731830	96.875	64	2	0	468	531	653	716	1.38e-19	108
XM_028458434.1	Lepadogaster_lepadogaster_3637919	96.875	64	2	0	468	531	944	1007	1.38e-19	108
XM_028458434.1	Salarias_fasciatus_CABFVM010000668.1	90.741	54	5	0	260	313	111639	111692	5.04e-09	73.1
XM_028458434.1	Lepadogaster_lepadogaster_2419970	94.737	38	1	1	179	215	38	1	1.41e-04	58.4
XM_028458434.1	Salarias_fasciatus_CABFVM010000276.1	100.000	30	0	0	260	289	137182	137211	5.08e-04	56.5
XM_028458432.1	Gouania_willdenowi_LR131997.1	100.000	6518	0	0	1465	7982	32909503	32902986	0.0	12037
XM_028458432.1	Gouania_willdenowi_LR131997.1	99.717	353	1	0	1120	1472	32910971	32910619	0.0	647
XM_028458432.1	Gouania_willdenowi_LR131997.1	100.000	258	0	0	865	1122	32912907	32912650	9.22e-131	477
XM_028458432.1	Gouania_willdenowi_LR131997.1	99.167	240	1	1	179	417	32921602	32921363	7.28e-117	431
XM_028458432.1	Gouania_willdenowi_LR131997.1	100.000	231	0	0	635	865	32913847	32913617	9.42e-116	427
XM_028458432.1	Gouania_willdenowi_LR131997.1	99.401	167	1	0	468	634	32917387	32917221	1.66e-78	303
XM_028458432.1	Gouania_willdenowi_LR131997.1	100.000	135	0	0	1	135	33021153	33021019	2.19e-62	250
XM_028458432.1	Gouania_willdenowi_LR131997.1	100.000	58	0	0	416	473	32919852	32919795	1.39e-19	108
XM_028458432.1	Gouania_willdenowi_LR131997.1	100.000	52	0	0	135	186	33003540	33003489	3.02e-16	97.1
XM_028458432.1	Gouania_willdenowiwilldenowi_NC_041052.1_RagTag	98.102	6532	63	16	1465	7982	29361898	29355414	0.0	11319
XM_028458432.1	Gouania_willdenowiwilldenowi_NC_041052.1_RagTag	98.584	353	5	0	1120	1472	29363280	29362928	3.11e-175	625
XM_028458432.1	Gouania_willdenowiwilldenowi_NC_041052.1_RagTag	98.837	258	3	0	865	1122	29365411	29365154	9.29e-126	460
XM_028458432.1	Gouania_willdenowiwilldenowi_NC_041052.1_RagTag	98.750	240	2	1	179	417	29373659	29373420	3.39e-115	425
XM_028458432.1	Gouania_willdenowiwilldenowi_NC_041052.1_RagTag	99.567	231	1	0	635	865	29366352	29366122	4.38e-114	422
XM_028458432.1	Gouania_willdenowiwilldenowi_NC_041052.1_RagTag	98.204	167	3	0	468	634	29369227	29369061	3.59e-75	292
XM_028458432.1	Gouania_willdenowiwilldenowi_NC_041052.1_RagTag	100.000	135	0	0	1	135	29471956	29471822	2.19e-62	250
XM_028458432.1	Gouania_willdenowiwilldenowi_NC_041052.1_RagTag	100.000	58	0	0	416	473	29371883	29371826	1.39e-19	108
XM_028458432.1	Gouania_willdenowiwilldenowi_NC_041052.1_RagTag	98.077	52	1	0	135	186	29452668	29452617	1.40e-14	91.6
XM_028458432.1	Gouania_orientalis_NC_041052.1_RagTag	98.024	6528	49	22	1465	7982	31294688	31288231	0.0	11267
XM_028458432.1	Gouania_orientalis_NC_041052.1_RagTag	98.584	353	5	0	1120	1472	31296156	31295804	3.11e-175	625
XM_028458432.1	Gouania_orientalis_NC_041052.1_RagTag	99.225	258	2	0	865	1122	31298242	31297985	2.00e-127	466
XM_028458432.1	Gouania_orientalis_NC_041052.1_RagTag	99.167	240	1	1	179	417	31308893	31308654	7.28e-117	431
XM_028458432.1	Gouania_orientalis_NC_041052.1_RagTag	99.134	231	2	0	635	865	31299181	31298951	2.04e-112	416
XM_028458432.1	Gouania_orientalis_NC_041052.1_RagTag	99.401	167	1	0	468	634	31303246	31303080	1.66e-78	303
XM_028458432.1	Gouania_orientalis_NC_041052.1_RagTag	100.000	135	0	0	1	135	31407959	31407825	2.19e-62	250
XM_028458432.1	Gouania_orientalis_NC_041052.1_RagTag	100.000	58	0	0	416	473	31307102	31307045	1.39e-19	108
XM_028458432.1	Gouania_orientalis_NC_041052.1_RagTag	98.077	52	1	0	135	186	31390952	31390901	1.40e-14	91.6
XM_028458432.1	Gouania_hofrichteri_NC_041052.1_RagTag	97.992	5230	64	12	1465	6680	30745923	30740721	0.0	9038
XM_028458432.1	Gouania_hofrichteri_NC_041052.1_RagTag	97.619	1344	14	4	6643	7982	30740566	30739237	0.0	2289
XM_028458432.1	Gouania_hofrichteri_NC_041052.1_RagTag	98.867	353	4	0	1120	1472	30747376	30747024	6.69e-177	630
XM_028458432.1	Gouania_hofrichteri_NC_041052.1_RagTag	99.225	258	2	0	865	1122	30749378	30749121	2.00e-127	466
XM_028458432.1	Gouania_hofrichteri_NC_041052.1_RagTag	100.000	231	0	0	635	865	30750325	30750095	9.42e-116	427
XM_028458432.1	Gouania_hofrichteri_NC_041052.1_RagTag	98.750	240	2	1	179	417	30758581	30758342	3.39e-115	425
XM_028458432.1	Gouania_hofrichteri_NC_041052.1_RagTag	98.204	167	3	0	468	634	30754333	30754167	3.59e-75	292
XM_028458432.1	Gouania_hofrichteri_NC_041052.1_RagTag	100.000	135	0	0	1	135	30853190	30853056	2.19e-62	250
XM_028458432.1	Gouania_hofrichteri_NC_041052.1_RagTag	100.000	58	0	0	416	473	30756802	30756745	1.39e-19	108
XM_028458432.1	Gouania_hofrichteri_NC_041052.1_RagTag	96.154	52	2	0	135	186	30837464	30837413	6.53e-13	86.1
XM_028458432.1	Gouania_pigra_NC_041052.1_RagTag	98.109	3860	41	5	1465	5314	29431900	29428063	0.0	6695
XM_028458432.1	Gouania_pigra_NC_041052.1_RagTag	98.269	2542	25	6	5443	7982	29428061	29425537	0.0	4433
XM_028458432.1	Gouania_pigra_NC_041052.1_RagTag	98.300	353	6	0	1120	1472	29433759	29433407	1.45e-173	619
XM_028458432.1	Gouania_pigra_NC_041052.1_RagTag	99.225	258	2	0	865	1122	29435698	29435441	2.00e-127	466
XM_028458432.1	Gouania_pigra_NC_041052.1_RagTag	99.567	231	1	0	635	865	29436653	29436423	4.38e-114	422
XM_028458432.1	Gouania_pigra_NC_041052.1_RagTag	98.333	240	3	1	179	417	29444445	29444206	1.58e-113	420
XM_028458432.1	Gouania_pigra_NC_041052.1_RagTag	98.204	167	3	0	468	634	29440228	29440062	3.59e-75	292
XM_028458432.1	Gouania_pigra_NC_041052.1_RagTag	100.000	135	0	0	1	135	29537777	29537643	2.19e-62	250
XM_028458432.1	Gouania_pigra_NC_041052.1_RagTag	100.000	58	0	0	416	473	29442672	29442615	1.39e-19	108
XM_028458432.1	Gouania_pigra_NC_041052.1_RagTag	98.077	52	1	0	135	186	29520231	29520180	1.40e-14	91.6
XM_028458432.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	90.967	1893	97	33	3171	5025	25893221	25891365	0.0	2481
XM_028458432.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	92.029	1493	73	27	1465	2926	25894878	25893401	0.0	2056
XM_028458432.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	88.941	1284	60	24	5795	7013	25890433	25889167	0.0	1509
XM_028458432.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	98.867	353	4	0	1120	1472	25896256	25895904	6.69e-177	630
XM_028458432.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	81.088	735	60	28	7315	7982	25888788	25888066	1.95e-142	516
XM_028458432.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	96.484	256	9	0	867	1122	25898209	25897954	1.22e-114	424
XM_028458432.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	97.500	240	5	1	179	417	25905370	25905131	3.41e-110	409
XM_028458432.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	98.268	231	4	0	635	865	25899161	25898931	4.41e-109	405
XM_028458432.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	95.210	167	8	0	468	634	25901772	25901606	7.82e-67	265
XM_028458432.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	95.181	83	4	0	53	135	25988534	25988452	8.27e-27	132
XM_028458432.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	98.276	58	1	0	416	473	25903305	25903248	6.49e-18	102
XM_028458432.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	93.878	49	3	0	138	186	25978065	25978017	1.41e-09	75.0
XM_028458432.1	Salarias_fasciatus_CABFVM010001860.1	81.365	542	60	19	1465	1999	581886	582393	1.59e-108	403
XM_028458432.1	Salarias_fasciatus_CABFVM010001860.1	94.937	237	12	0	181	417	572636	572872	4.48e-99	372
XM_028458432.1	Salarias_fasciatus_CABFVM010001860.1	92.829	251	18	0	872	1122	579838	580088	7.49e-97	364
XM_028458432.1	Salarias_fasciatus_CABFVM010001860.1	89.407	236	21	3	632	865	579492	579725	9.97e-76	294
XM_028458432.1	Salarias_fasciatus_CABFVM010001860.1	80.117	342	40	19	2049	2371	582542	582874	2.85e-56	230
